Country,DevType,EdLevel,Employment,YearsCodePro,Age,ConvertedCompYearly,JobSat,RemoteWork,LanguageHaveWorkedWith,OpSys
United States,Back-end developer,Associate degree,Student,7,35-44 years old,,3,In-person,Java;Python,macOS
India,Embedded developer,Bachelors degree,Employed full-time,9,25-34 years old,,5,In-person,JavaScript,Linux
India,DevOps specialist,Bachelors degree,Freelancer,8,35-44 years old,,5,In-person,JavaScript,Linux
United States,DevOps specialist,Bachelors degree,Employed part-time,3,35-44 years old,130038.00467401344,3,Hybrid,C#;Go;Rust,Windows
United States,Mobile developer,Bachelors degree,Employed full-time,17,25-34 years old,119423.66796822753,3,Hybrid,C#;C++,Windows
Canada,Data scientist or machine learning specialist,Bachelors degree,Freelancer,2,18-24 years old,66299.43743110665,3,Remote,C#;JavaScript,Windows
United States,Desktop developer,Some college,Employed full-time,15,55-64 years old,,5,Hybrid,Java;C#;Kotlin;Go,macOS
India,Back-end developer,Bachelors degree,Employed full-time,14,25-34 years old,47468.54574191524,4,Remote,Python;PHP;Kotlin,Windows
United States,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,29,18-24 years old,133539.8819475011,4,Hybrid,JavaScript,BSD
United States,Desktop developer,Masters degree,Employed full-time,18,25-34 years old,,4,Hybrid,Java;Go;Kotlin,macOS
United States,Back-end developer,Masters degree,Employed full-time,16,35-44 years old,150368.4406130436,4,Remote,PHP;Python,Windows
Poland,Data scientist or machine learning specialist,Secondary school,Employed full-time,20,25-34 years old,,4,Remote,Go;JavaScript,Windows
France,DevOps specialist,Secondary school,Employed full-time,22,25-34 years old,,3,Hybrid,TypeScript;Go;C++,macOS
Netherlands,DevOps specialist,Bachelors degree,Student,4,25-34 years old,72138.85216773275,4,In-person,Rust;JavaScript;Go;C#,Windows
India,Embedded developer,Some college,Employed full-time,25,65 years or older,5000.0,4,Hybrid,Kotlin;Python;PHP;Java,Windows
United States,Full-stack developer,Masters degree,Freelancer,20,18-24 years old,,3,In-person,C#;C++;Go;Rust,Windows
India,Embedded developer,Associate degree,Employed full-time,6,25-34 years old,,2,Hybrid,Java;C++;PHP,macOS
India,Front-end developer,Masters degree,Employed full-time,6,55-64 years old,,4,In-person,C#,Linux
France,Embedded developer,Associate degree,Employed full-time,26,18-24 years old,,4,Remote,Kotlin;C#;C++;Java,Windows
United States,Desktop developer,Some college,Employed full-time,11,65 years or older,,4,In-person,TypeScript,Windows
India,Mobile developer,Bachelors degree,Employed full-time,26,55-64 years old,29540.577207778908,5,Hybrid,PHP,Windows
United States,Data scientist or machine learning specialist,Masters degree,Self-employed,17,45-54 years old,108162.47867313815,1,In-person,Java;Kotlin;JavaScript;C++,Windows
United States,Mobile developer,Associate degree,Not employed,24,18-24 years old,145485.4451746874,3,Remote,C#;JavaScript;PHP,macOS
Canada,Full-stack developer,Secondary school,Freelancer,28,35-44 years old,57728.23772757899,3,Hybrid,TypeScript;JavaScript;Rust,Linux
India,Front-end developer,Bachelors degree,Employed full-time,3,35-44 years old,17348.32314555133,4,Hybrid,Kotlin;C++;Java,Linux
India,Data scientist or machine learning specialist,Some college,Student,Less than 1 year,65 years or older,,4,Remote,Go;Python,Windows
India,Back-end developer,Bachelors degree,Employed full-time,13,18-24 years old,,4,Hybrid,Rust,Linux
India,Desktop developer,Bachelors degree,Employed full-time,22,35-44 years old,28742.142002501838,3,Hybrid,JavaScript,Windows
Canada,Front-end developer,Bachelors degree,Student,3,25-34 years old,,4,Remote,PHP;Go;C#;Rust,macOS
Brazil,DevOps specialist,Bachelors degree,Employed full-time,16,18-24 years old,,5,Remote,C++;PHP,macOS
Netherlands,Full-stack developer,Some college,Employed full-time,15,25-34 years old,,5,Hybrid,TypeScript,Windows
Canada,Front-end developer,Bachelors degree,Employed full-time,11,35-44 years old,72511.8260501312,5,Hybrid,C#,Windows
United States,Desktop developer,Secondary school,Employed full-time,18,25-34 years old,149692.83723753016,5,Remote,Python;Go;Java;C++,macOS
United Kingdom,Embedded developer,Bachelors degree,Self-employed,15,25-34 years old,39472.927552202076,5,Remote,JavaScript;C#;Kotlin,Windows
India,Front-end developer,Bachelors degree,Employed full-time,5,65 years or older,56788.825671233964,3,Remote,C++;Go;JavaScript,Linux
United States,Embedded developer,Bachelors degree,Freelancer,16,25-34 years old,125678.22117472762,3,Hybrid,Java;C++;Python;PHP,Linux
France,Desktop developer,Bachelors degree,Employed full-time,30,35-44 years old,59858.74190898341,1,Remote,TypeScript;Rust;Java,Windows
United States,DevOps specialist,Bachelors degree,Employed full-time,16,25-34 years old,,4,Remote,PHP;Kotlin;Python;JavaScript,Linux
Australia,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,17,25-34 years old,,5,Hybrid,Kotlin;C#;Rust,Linux
India,Back-end developer,Masters degree,Employed full-time,9,35-44 years old,,3,Hybrid,PHP;Rust;C++,Linux
Germany,DevOps specialist,Bachelors degree,Employed full-time,27,55-64 years old,,4,In-person,JavaScript;C#;Java,Windows
United Kingdom,Embedded developer,Bachelors degree,Self-employed,23,25-34 years old,,4,In-person,JavaScript,macOS
Brazil,Embedded developer,Bachelors degree,Student,3,35-44 years old,,5,In-person,Rust;TypeScript,Windows
Germany,Back-end developer,Secondary school,Not employed,20,18-24 years old,37340.33106656547,4,In-person,Rust;Java,Windows
Germany,Data scientist or machine learning specialist,Other doctoral degree,Student,13,18-24 years old,44528.04378663667,5,Hybrid,Rust;C#,Windows
United States,Front-end developer,Masters degree,Student,22,25-34 years old,119637.31512983836,3,Hybrid,Go;Kotlin;C++,macOS
India,Back-end developer,Bachelors degree,Employed full-time,3,18-24 years old,30865.68858009704,3,Remote,Java,Windows
United States,Full-stack developer,Bachelors degree,Student,28,25-34 years old,129694.69295937847,4,In-person,JavaScript;Python;C++;PHP,macOS
Canada,Full-stack developer,Associate degree,Employed full-time,7,25-34 years old,53964.03013207494,4,In-person,JavaScript;TypeScript;PHP,Linux
India,Desktop developer,Bachelors degree,Employed full-time,29,18-24 years old,75607.39337283379,1,Hybrid,C#,macOS
United Kingdom,DevOps specialist,Bachelors degree,Employed full-time,6,25-34 years old,,4,In-person,Java;Rust;C#,Linux
United States,Embedded developer,Bachelors degree,Employed full-time,9,25-34 years old,,5,Hybrid,PHP;Java,Linux
United States,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,12,25-34 years old,104060.26662372245,4,Hybrid,Go;Kotlin;Rust,macOS
United Kingdom,Desktop developer,Bachelors degree,Freelancer,15,55-64 years old,62478.136330421425,3,In-person,Python,Linux
United States,DevOps specialist,Some college,Employed full-time,21,35-44 years old,,4,Hybrid,Go;Rust;Kotlin;Java,macOS
United States,DevOps specialist,Bachelors degree,Employed full-time,20,25-34 years old,,4,Hybrid,JavaScript;C++;Python;Java,Windows
United States,Desktop developer,Masters degree,Employed full-time,3,55-64 years old,90214.31471119564,1,Hybrid,Rust,Windows
Netherlands,Mobile developer,Bachelors degree,Employed full-time,10,35-44 years old,,4,Hybrid,Kotlin;Python;JavaScript,macOS
Canada,DevOps specialist,Bachelors degree,Employed full-time,1,18-24 years old,68934.07221618289,2,Remote,C#;PHP;JavaScript;Kotlin,macOS
India,Mobile developer,Other doctoral degree,Employed full-time,19,18-24 years old,,2,Remote,Rust;Kotlin,macOS
United States,Full-stack developer,Bachelors degree,Employed full-time,19,35-44 years old,120130.97315609078,5,Hybrid,TypeScript,Linux
United States,Full-stack developer,Secondary school,Employed full-time,23,25-34 years old,,1,Hybrid,Rust,BSD
Canada,DevOps specialist,Masters degree,Self-employed,23,35-44 years old,43820.72214148399,5,Hybrid,C++;Go;Rust,Windows
United Kingdom,Full-stack developer,Bachelors degree,Self-employed,13,35-44 years old,,4,Remote,Python,Windows
United States,Data scientist or machine learning specialist,Associate degree,Employed full-time,Less than 1 year,35-44 years old,139852.56205958858,5,Hybrid,Rust;Java,Windows
United States,Mobile developer,Bachelors degree,Employed full-time,12,65 years or older,93101.44425869655,2,Remote,PHP;TypeScript;C++;Go,BSD
United States,Mobile developer,Secondary school,Employed full-time,1,25-34 years old,98497.93903766488,4,In-person,JavaScript;Go;Python;C#,Windows
United Kingdom,DevOps specialist,Bachelors degree,Self-employed,19,18-24 years old,39061.564997861875,3,Remote,Kotlin,macOS
Canada,Full-stack developer,Secondary school,Employed full-time,29,45-54 years old,73559.39941793057,5,Remote,Java;TypeScript;Python,Windows
United States,Back-end developer,Bachelors degree,Employed full-time,24,25-34 years old,94305.44467165065,4,Remote,Kotlin,Windows
United States,Embedded developer,Masters degree,Self-employed,16,35-44 years old,113379.51331583838,3,Hybrid,Go,Linux
United States,Desktop developer,Some college,Employed full-time,25,55-64 years old,129094.08792833549,5,In-person,C++;Rust,Linux
Netherlands,Desktop developer,Other doctoral degree,Employed full-time,23,35-44 years old,58676.681309071304,4,Remote,PHP;Python,Windows
United States,Mobile developer,Other doctoral degree,Employed full-time,23,25-34 years old,,1,Remote,Java;PHP;Rust,Windows
Canada,DevOps specialist,Some college,Not employed,28,25-34 years old,38683.94577302484,4,Remote,C#;Go;Kotlin;PHP,Windows
Germany,DevOps specialist,Secondary school,Student,15,25-34 years old,86897.08746794489,4,Hybrid,JavaScript;C++;Go;Java,Linux
India,Data scientist or machine learning specialist,Bachelors degree,Self-employed,16,25-34 years old,12735.76215048007,3,Remote,TypeScript;Rust;C#,Windows
United States,Front-end developer,Bachelors degree,Employed full-time,11,35-44 years old,113507.60651204118,4,Remote,C++;JavaScript;Java;Rust,Linux
United States,Embedded developer,Bachelors degree,Employed full-time,24,35-44 years old,124754.63455811972,2,Hybrid,C++;Java,Windows
Germany,Front-end developer,Bachelors degree,Freelancer,6,35-44 years old,77061.56443061697,4,Hybrid,Python;PHP;Kotlin;C#,Linux
Canada,Mobile developer,Bachelors degree,Freelancer,11,18-24 years old,60479.60038031186,5,Hybrid,C#;TypeScript;Go;PHP,Windows
Germany,Desktop developer,Masters degree,Employed full-time,3,25-34 years old,59987.46356046489,4,Hybrid,JavaScript;Kotlin,Windows
India,Data scientist or machine learning specialist,Bachelors degree,Student,15,35-44 years old,19009.011776016156,4,Hybrid,Rust,Windows
United States,Data scientist or machine learning specialist,Masters degree,Employed full-time,1,25-34 years old,120043.67181674072,2,Remote,Java;C++,macOS
Netherlands,Data scientist or machine learning specialist,Bachelors degree,Employed full-time,7,25-34 years old,32498.295336658302,3,Hybrid,Python;Kotlin;TypeScript;Go,Linux
Canada,Mobile developer,Bachelors degree,Employed part-time,1,35-44 years old,50749.340673732426,3,Hybrid,C++;PHP;Rust,macOS
United States,Front-end developer,Masters degree,Employed full-time,17,35-44 years old,127753.59758065693,4,Hybrid,Kotlin,macOS
Poland,Desktop developer,Some college,Not employed,More than 50 years,25-34 years old,34451.267923093146,4,Hybrid,C++;JavaScript,Linux
Germany,Data scientist or machine learning specialist,Some college,Employed full-time,9,45-54 years old,,5,Hybrid,TypeScript;Java,macOS
Germany,Desktop developer,Masters degree,Employed full-time,29,18-24 years old,100392.26525199685,2,Remote,C#;PHP;Python;Java,Linux
Canada,Full-stack developer,Bachelors degree,Not employed,26,65 years or older,35096.98848079829,4,Remote,Python;TypeScript;JavaScript,Linux
France,DevOps specialist,Masters degree,Not employed,23,18-24 years old,,4,Hybrid,TypeScript,Linux
United Kingdom,DevOps specialist,Bachelors degree,Employed full-time,13,18-24 years old,,4,In-person,Python;Rust,Windows
United States,Desktop developer,Bachelors degree,Employed full-time,11,45-54 years old,128370.29118314109,5,In-person,Kotlin;JavaScript;Java;Go,Windows
United States,Back-end developer,Bachelors degree,Employed full-time,29,25-34 years old,110066.97895743507,3,Hybrid,Java;TypeScript,Linux
Australia,Back-end developer,Bachelors degree,Employed full-time,20,35-44 years old,78460.89654453524,1,In-person,C#;Java;Go;Rust,Linux
United States,Mobile developer,Bachelors degree,Freelancer,6,35-44 years old,128121.88037697333,4,Remote,TypeScript,Windows
India,Mobile developer,Associate degree,Not employed,1,45-54 years old,8716.934868047929,3,Hybrid,PHP,Windows
India,DevOps specialist,Associate degree,Employed full-time,7,65 years or older,5000.0,1,Hybrid,Java;PHP,Windows
India,Full-stack developer,Bachelors degree,Employed full-time,12,25-34 years old,,3,Remote,Rust,macOS
Germany,Embedded developer,Bachelors degree,Employed full-time,Less than 1 year,35-44 years old,78758.83552865512,3,Hybrid,PHP;Go;Python;Kotlin,Windows
Netherlands,Front-end developer,Bachelors degree,Not employed,More than 50 years,18-24 years old,,4,Remote,Go;Java,Linux
United States,Front-end developer,Bachelors degree,Employed full-time,22,25-34 years old,133019.31357558884,3,In-person,Go;TypeScript;Python;JavaScript,BSD
United States,Mobile developer,Other doctoral degree,Employed full-time,20,45-54 years old,117640.37810785245,4,Remote,PHP;TypeScript,Windows
United States,Full-stack developer,Bachelors degree,Employed full-time,23,25-34 years old,96860.07088671273,4,Hybrid,Kotlin,macOS
Brazil,Mobile developer,Some college,Employed full-time,19,25-34 years old,46358.50403952434,4,In-person,TypeScript,macOS
Germany,Embedded developer,Bachelors degree,Employed full-time,17,25-34 years old,,5,In-person,PHP,Windows
United States,Front-end developer,Associate degree,Employed full-time,4,35-44 years old,110307.42870799838,1,Hybrid,Python,Windows
France,Desktop developer,Bachelors degree,Not employed,3,65 years or older,,5,Remote,Java,Windows
Brazil,Mobile developer,Some college,Not employed,1,18-24 years old,,4,Hybrid,TypeScript;C#;Kotlin,Windows
France,Data scientist or machine learning specialist,Bachelors degree,Self-employed,18,25-34 years old,66731.6609091807,5,Hybrid,Java;Python,macOS
Australia,Desktop developer,Masters degree,Employed full-time,27,45-54 years old,,4,Hybrid,TypeScript;Go;Kotlin;Java,Windows
United States,Embedded developer,Bachelors degree,Employed full-time,21,25-34 years old,140934.25427551527,4,Hybrid,JavaScript;C++;Rust,macOS
Canada,Embedded developer,Bachelors degree,Employed full-time,15,18-24 years old,75471.15412413627,5,Remote,C++,Windows
India,Mobile developer,Other doctoral degree,Employed full-time,8,25-34 years old,,5,Remote,Go,macOS
France,DevOps specialist,Other doctoral degree,Not employed,1,25-34 years old,,3,Hybrid,C++;Rust;Go,Windows
United Kingdom,Mobile developer,Secondary school,Employed full-time,20,18-24 years old,48977.675199187426,3,Hybrid,Rust;Java;Python;PHP,Linux
Canada,DevOps specialist,Masters degree,Employed full-time,14,45-54 years old,31611.336069099805,4,Remote,PHP;Java;Go,Windows
United Kingdom,Embedded developer,Some college,Not employed,4,25-34 years old,42851.15140905567,5,Hybrid,C#;Rust,Windows
United States,Full-stack developer,Bachelors degree,Freelancer,5,55-64 years old,123964.3465544164,3,In-person,PHP,Windows
India,Embedded developer,Bachelors degree,Employed full-time,23,35-44 years old,31505.18996459164,4,Hybrid,Rust;Kotlin;TypeScript,Windows
